State,County,TotalPop
Virginia,Wise County,39539
Virginia,Wythe County,29048
Virginia,York County,67196
Virginia,Alexandria city,154710
Virginia,Bristol city,17077
Virginia,Buena Vista city,6495
Virginia,Charlottesville city,46487
Virginia,Chesapeake city,235410
Virginia,Colonial Heights city,17582
Virginia,Covington city,5675
Virginia,Danville city,41911
Virginia,Emporia city,5495
Virginia,Fairfax city,23580
Virginia,Falls Church city,13843
Virginia,Franklin city,8334
Virginia,Fredericksburg city,28135
Virginia,Galax city,6788
Virginia,Hampton city,136255
Virginia,Harrisonburg city,53064
Virginia,Hopewell city,22353
Virginia,Lexington city,7113
Virginia,Lynchburg city,79237
Virginia,Manassas city,41379
Virginia,Manassas Park city,16117
Virginia,Martinsville city,13256
Virginia,Newport News city,180775
Virginia,Norfolk city,245752
Virginia,Norton city,4043
Virginia,Petersburg city,32037
Virginia,Poquoson city,12022
Virginia,Portsmouth city,95536
Virginia,Radford city,17380
Virginia,Richmond city,220892
Virginia,Roanoke city,99572
Virginia,Salem city,25521
Virginia,Staunton city,24273
Virginia,Suffolk city,88057
Virginia,Virginia Beach city,450057
Virginia,Waynesboro city,21620
Virginia,Williamsburg city,14817
Virginia,Winchester city,27516
Washington,Adams County,19261
Washington,Asotin County,22259
Washington,Benton County,190529
Washington,Chelan County,75138
Washington,Clallam County,73439
Washington,Clark County,457474
Washington,Columbia County,3999
Washington,Cowlitz County,103590
Washington,Douglas County,40585
Washington,Ferry County,7568
Washington,Franklin County,89124
Washington,Garfield County,2226
Washington,Grant County,93420
Washington,Grays Harbor County,71454
Washington,Island County,80323
Washington,Jefferson County,30524
Washington,King County,2118119
Washington,Kitsap County,258903
Washington,Kittitas County,43726
Washington,Klickitat County,21172
Washington,Lewis County,76012
Washington,Lincoln County,10344
Washington,Mason County,61569
Washington,Okanogan County,41377
Washington,Pacific County,20940
Washington,Pend Oreille County,13066
Washington,Pierce County,845193
Washington,San Juan County,16221
Washington,Skagit County,121725
Washington,Skamania County,11498
Washington,Snohomish County,771904
Washington,Spokane County,490764
Washington,Stevens County,43858
Washington,Thurston County,269885
Washington,Wahkiakum County,4105
Washington,Walla Walla County,59862
Washington,Whatcom County,212738
Washington,Whitman County,47794
Washington,Yakima County,248279
West Virginia,Barbour County,16790
West Virginia,Berkeley County,111610
West Virginia,Boone County,23236
West Virginia,Braxton County,14345
West Virginia,Brooke County,23067
West Virginia,Cabell County,96100
West Virginia,Calhoun County,7450
West Virginia,Clay County,8901
West Virginia,Doddridge County,8570
West Virginia,Fayette County,44602
West Virginia,Gilmer County,8305
West Virginia,Grant County,11673
West Virginia,Greenbrier County,35523
West Virginia,Hampshire County,23412
West Virginia,Hancock County,29921
West Virginia,Hardy County,13812
West Virginia,Harrison County,68438
West Virginia,Jackson County,29123
West Virginia,Jefferson County,55673
West Virginia,Kanawha County,187827
West Virginia,Lewis County,16371
West Virginia,Lincoln County,21241
West Virginia,Logan County,34428
West Virginia,McDowell County,19707
West Virginia,Marion County,56575
West Virginia,Marshall County,32006
West Virginia,Mason County,27000
West Virginia,Mercer County,60963
West Virginia,Mineral County,27421
West Virginia,Mingo County,25150
West Virginia,Monongalia County,103715
West Virginia,Monroe County,13517
West Virginia,Morgan County,17510
West Virginia,Nicholas County,25496
West Virginia,Ohio County,42906
West Virginia,Pendleton County,7138
West Virginia,Pleasants County,7527
West Virginia,Pocahontas County,8574
West Virginia,Preston County,33760
West Virginia,Putnam County,56644
West Virginia,Raleigh County,77097
West Virginia,Randolph County,29152
West Virginia,Ritchie County,10005
West Virginia,Roane County,14348
West Virginia,Summers County,13210
West Virginia,Taylor County,16977
West Virginia,Tucker County,7035
West Virginia,Tyler County,8949
West Virginia,Upshur County,24604
West Virginia,Wayne County,41063
West Virginia,Webster County,8637
West Virginia,Wetzel County,15793
West Virginia,Wirt County,5800
West Virginia,Wood County,86016
West Virginia,Wyoming County,22130
Wisconsin,Adams County,20111
Wisconsin,Ashland County,15779
Wisconsin,Barron County,45358
Wisconsin,Bayfield County,15004
Wisconsin,Brown County,258004
Wisconsin,Buffalo County,13243
Wisconsin,Burnett County,15239
Wisconsin,Calumet County,49737
Wisconsin,Chippewa County,63445
Wisconsin,Clark County,34513
Wisconsin,Columbia County,56790
Wisconsin,Crawford County,16313
Wisconsin,Dane County,522837
Wisconsin,Dodge County,87833
Wisconsin,Door County,27443
Wisconsin,Douglas County,43503
Wisconsin,Dunn County,44260
Wisconsin,Eau Claire County,102388
Wisconsin,Florence County,4354
Wisconsin,Fond du Lac County,102082
Wisconsin,Forest County,9035
Wisconsin,Grant County,51742
Wisconsin,Green County,36869
Wisconsin,Green Lake County,18745
Wisconsin,Iowa County,23576
Wisconsin,Iron County,5748
Wisconsin,Jackson County,20531
Wisconsin,Jefferson County,84586
Wisconsin,Juneau County,26427
Wisconsin,Kenosha County,167886
Wisconsin,Kewaunee County,20378
Wisconsin,La Crosse County,117582
Wisconsin,Lafayette County,16755
Wisconsin,Langlade County,19190
Wisconsin,Lincoln County,27994
Wisconsin,Manitowoc County,79680
Wisconsin,Marathon County,135293
Wisconsin,Marinette County,40712
Wisconsin,Marquette County,15164
Wisconsin,Menominee County,4506
Wisconsin,Milwaukee County,956586
Wisconsin,Monroe County,45303
Wisconsin,Oconto County,37465
Wisconsin,Oneida County,35352
Wisconsin,Outagamie County,183288
Wisconsin,Ozaukee County,87817
Wisconsin,Pepin County,7282
Wisconsin,Pierce County,41226
Wisconsin,Polk County,43328
Wisconsin,Portage County,70371
Wisconsin,Price County,13566
Wisconsin,Racine County,195101
Wisconsin,Richland County,17626
Wisconsin,Rock County,161226
Wisconsin,Rusk County,14211
Wisconsin,St. Croix County,87142
Wisconsin,Sauk County,63340
Wisconsin,Sawyer County,16384
Wisconsin,Shawano County,41136
Wisconsin,Sheboygan County,115094
Wisconsin,Taylor County,20344
Wisconsin,Trempealeau County,29510
Wisconsin,Vernon County,30378
Wisconsin,Vilas County,21465
Wisconsin,Walworth County,102917
Wisconsin,Washburn County,15638
Wisconsin,Washington County,133967
Wisconsin,Waukesha County,396731
Wisconsin,Waupaca County,51651
Wisconsin,Waushara County,24170
Wisconsin,Winnebago County,169540
Wisconsin,Wood County,73427
Wyoming,Albany County,37944
Wyoming,Big Horn County,11920
Wyoming,Campbell County,48116
Wyoming,Carbon County,15689
Wyoming,Converse County,14166
Wyoming,Crook County,7347
Wyoming,Fremont County,40354
Wyoming,Goshen County,13479
Wyoming,Hot Springs County,4741
Wyoming,Johnson County,8562
Wyoming,Laramie County,97031
Wyoming,Lincoln County,18791
Wyoming,Natrona County,81023
Wyoming,Niobrara County,2479
Wyoming,Park County,29276
Wyoming,Platte County,8703
Wyoming,Sheridan County,29964
Wyoming,Sublette County,10037
Wyoming,Sweetwater County,44527
Wyoming,Teton County,22923
Wyoming,Uinta County,20758
Wyoming,Washakie County,8253
Wyoming,Weston County,7117
Puerto Rico,Adjuntas Municipio,18525
Puerto Rico,Aguada Municipio,39470
Puerto Rico,Aguadilla Municipio,55722
Puerto Rico,Aguas Buenas Municipio,26855
Puerto Rico,Aibonito Municipio,24008
Puerto Rico,Añasco Municipio,27892
Puerto Rico,Arecibo Municipio,89550
Puerto Rico,Arroyo Municipio,18504
Puerto Rico,Barceloneta Municipio,24583
Puerto Rico,Barranquitas Municipio,29237
Puerto Rico,Bayamón Municipio,188614
Puerto Rico,Cabo Rojo Municipio,49726
Puerto Rico,Caguas Municipio,134269
Puerto Rico,Camuy Municipio,32936
Puerto Rico,Canóvanas Municipio,46779
Puerto Rico,Carolina Municipio,161684
Puerto Rico,Cataño Municipio,25595
Puerto Rico,Cayey Municipio,45431
Puerto Rico,Ceiba Municipio,12238
Puerto Rico,Ciales Municipio,17325
Puerto Rico,Cidra Municipio,41181
Puerto Rico,Coamo Municipio,39796
Puerto Rico,Comerío Municipio,19914
Puerto Rico,Corozal Municipio,34933
Puerto Rico,Culebra Municipio,1494
Puerto Rico,Dorado Municipio,37722
Puerto Rico,Fajardo Municipio,33075
Puerto Rico,Florida Municipio,12140
Puerto Rico,Guánica Municipio,17327
Puerto Rico,Guayama Municipio,42623
Puerto Rico,Guayanilla Municipio,19578
Puerto Rico,Guaynabo Municipio,90773
Puerto Rico,Gurabo Municipio,47074
Puerto Rico,Hatillo Municipio,40978
Puerto Rico,Hormigueros Municipio,16474
Puerto Rico,Humacao Municipio,54736
Puerto Rico,Isabela Municipio,43314
Puerto Rico,Jayuya Municipio,15297
Puerto Rico,Juana Díaz Municipio,47952
Puerto Rico,Juncos Municipio,39704
Puerto Rico,Lajas Municipio,23893
Puerto Rico,Lares Municipio,27321
Puerto Rico,Las Marías Municipio,8874
Puerto Rico,Las Piedras Municipio,38253
Puerto Rico,Loíza Municipio,27242
Puerto Rico,Luquillo Municipio,18952
Puerto Rico,Manatí Municipio,40705
Puerto Rico,Maricao Municipio,6180
Puerto Rico,Maunabo Municipio,11297
Puerto Rico,Mayagüez Municipio,79615
Puerto Rico,Moca Municipio,37676
Puerto Rico,Morovis Municipio,31785
Puerto Rico,Naguabo Municipio,26584
Puerto Rico,Naranjito Municipio,29112
Puerto Rico,Orocovis Municipio,21906
Puerto Rico,Patillas Municipio,17769
Puerto Rico,Peñuelas Municipio,21661
Puerto Rico,Ponce Municipio,148863
Puerto Rico,Quebradillas Municipio,24548
Puerto Rico,Rincón Municipio,14526
Puerto Rico,Río Grande Municipio,51768
Puerto Rico,Sabana Grande Municipio,23610
Puerto Rico,Salinas Municipio,29239
Puerto Rico,San Germán Municipio,32937
Puerto Rico,San Juan Municipio,355181
Puerto Rico,San Lorenzo Municipio,38689
Puerto Rico,San Sebastián Municipio,38970
Puerto Rico,Santa Isabel Municipio,22475
Puerto Rico,Toa Alta Municipio,74169
Puerto Rico,Toa Baja Municipio,81905
Puerto Rico,Trujillo Alto Municipio,69478
Puerto Rico,Utuado Municipio,30209
Puerto Rico,Vega Alta Municipio,38589
Puerto Rico,Vega Baja Municipio,54754
Puerto Rico,Vieques Municipio,8931
Puerto Rico,Villalba Municipio,23659
Puerto Rico,Yabucoa Municipio,35025
Puerto Rico,Yauco Municipio,37585
